"track_n","line","lyric","track_title","album","artist"
1,24,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,25,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,26,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,27,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,28,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,29,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,30,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,31,"Escher wanna draw shit, I pop clips","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,32,"Bitch, I draw my piece to my hip","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,33,"Escher wanna draw shit, I pop clips","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,34,"Bitch, I draw my piece to my hip(Fall for your heart, wait for the dark)","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,35,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,36,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,37,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,38,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,39,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,40,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,41,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,42,"La-la-la-la-la-la-la-la-la-la-la-la-la-la-la-la","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,43,"Hey! Hey-hey! Hey! Hey! Hey-hey!","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,44,"Hey-hey-hey! Hey!","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,45,"Hey-hey-hey-hey-hey-hey-hey-hey","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,46,"–hey-hey-hey-hey-hey-hey-hey!","Intro (This Is All Yours)","This Is All Yours","alt-J"
1,47,"Hey! Enchanté!Hey! Hey, Enchanté!Hey! Enchanté!Hey-hey-hey! Hey, Enchanté!","Intro (This Is All Yours)","This Is All Yours","alt-J"
3,1,"Soon","Nara","This Is All Yours","alt-J"
3,2,"I'm gonna marry a man like no other","Nara","This Is All Yours","alt-J"
3,3,"Light the fuse, hallelujah, hallelujah","Nara","This Is All Yours","alt-J"
3,4,"Love","Nara","This Is All Yours","alt-J"
3,5,"Love is the warmest colour","Nara","This Is All Yours","alt-J"
3,6,"Petrol blues","Nara","This Is All Yours","alt-J"
3,7,"Hallelujah, hallelujah","Nara","This Is All Yours","alt-J"
3,8,"Comes","Nara","This Is All Yours","alt-J"
3,9,"Saut dans le vide, my lover","Nara","This Is All Yours","alt-J"
3,10,"In my youth","Nara","This Is All Yours","alt-J"
3,11,"The greatest tide washed up my prize: you","Nara","This Is All Yours","alt-J"
3,12,"Follow, let him go, let him lead me be","Nara","This Is All Yours","alt-J"
3,13,"Love is a pharaoh, and in front of me","Nara","This Is All Yours","alt-J"
3,14,"I thought, let him be where he'd want to be","Nara","This Is All Yours","alt-J"
3,15,"Love is a pharaoh and he's boning me","Nara","This Is All Yours","alt-J"
3,16,"I've discovered a man like no other man","Nara","This Is All Yours","alt-J"
3,17,"I've discovered a man like no other man","Nara","This Is All Yours","alt-J"
3,18,"I've discovered a man like no other man","Nara","This Is All Yours","alt-J"
3,19,"I've found a love to love like no other can","Nara","This Is All Yours","alt-J"
3,20,"I've found a love to love like no other can","Nara","This Is All Yours","alt-J"
3,21,"He's found me, my Aslan","Nara","This Is All Yours","alt-J"
3,22,NA,"Nara","This Is All Yours","alt-J"
3,23,"Hallelujah, Bovay, Alabama","Nara","This Is All Yours","alt-J"
3,24,"Marry a man like no other","Nara","This Is All Yours","alt-J"
3,25,"Hallelujah, Bovay, Alabama","Nara","This Is All Yours","alt-J"
3,26,"Love is the warmest colour","Nara","This Is All Yours","alt-J"
3,27,"Hallelujah, Bovay, Alabama","Nara","This Is All Yours","alt-J"
3,28,"Unpin your butterflies, Russia","Nara","This Is All Yours","alt-J"
3,29,"Hallelujah, Bovay, Alabama","Nara","This Is All Yours","alt-J"
3,30,"To be a deer in Nara","Nara","This Is All Yours","alt-J"
3,31,"Hallelujah, Bovay, Alabama","Nara","This Is All Yours","alt-J"
3,32,"Hallelujah, Bovay, Alabama","Nara","This Is All Yours","alt-J"
4,1,"I want to share your mouthful","Every Other Freckle","This Is All Yours","alt-J"
4,2,"I want to do all the things your lungs do so well","Every Other Freckle","This Is All Yours","alt-J"
4,3,"I'm gonna bed into you like a cat beds into a bean bag","Every Other Freckle","This Is All Yours","alt-J"
4,4,"(Mm, mm, mm-mm-mm-mm-mm)","Every Other Freckle","This Is All Yours","alt-J"
4,5,"Turn you inside out and lick you like a crisp packet","Every Other Freckle","This Is All Yours","alt-J"
4,6,"Oh, oh, oh, oh-oh-oh-oh","Every Other Freckle","This Is All Yours","alt-J"
4,7,"Oh, oh, oh, oh, oh-oh","Every Other Freckle","This Is All Yours","alt-J"
4,8,"Oh-oh, oh, oh, oh","Every Other Freckle","This Is All Yours","alt-J"
4,9,"You're the first and last of your kind(Pull me like an animal out of a hole)","Every Other Freckle","This Is All Yours","alt-J"
4,10,"I want to be every lever you pull","Every Other Freckle","This Is All Yours","alt-J"
4,11,"And all showers that shower you","Every Other Freckle","This Is All Yours","alt-J"
4,12,"Gonna paw, paw at you","Every Other Freckle","This Is All Yours","alt-J"
4,13,"Like a cat paws at my woollen jumper","Every Other Freckle","This Is All Yours","alt-J"
4,14,"(Mm, mm, mm-mm-mm-mm-mm)","Every Other Freckle","This Is All Yours","alt-J"
4,15,"Be your Minpin","Every Other Freckle","This Is All Yours","alt-J"
4,16,"And Borrower of handsome trivia (Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,17,"Oh-oh-oh-oh-oh","Every Other Freckle","This Is All Yours","alt-J"
4,18,"Devour me","Every Other Freckle","This Is All Yours","alt-J"
4,19,"Oh-oh-oh-oh-oh","Every Other Freckle","This Is All Yours","alt-J"
4,20,"Lou, Lou, let the cover girls sing (Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,21,"Do, do-do-do, do-do-do, do","Every Other Freckle","This Is All Yours","alt-J"
4,22,"Do-do-do, do-do-do, do-do-do, do, do-do","Every Other Freckle","This Is All Yours","alt-J"
4,23,"Do-do-do, do-do-do, do-do-do, do, do-do","Every Other Freckle","This Is All Yours","alt-J"
4,24,"Do-do-do, do-do","Every Other Freckle","This Is All Yours","alt-J"
4,25,"All hand claps, you will clap","Every Other Freckle","This Is All Yours","alt-J"
4,26,"(Let me be the wallpaper that papers up your room)","Every Other Freckle","This Is All Yours","alt-J"
4,27,"I want to be every button you press","Every Other Freckle","This Is All Yours","alt-J"
4,28,"And all the baths that surround you","Every Other Freckle","This Is All Yours","alt-J"
4,29,"Yes, I'm gonna roll around you","Every Other Freckle","This Is All Yours","alt-J"
4,30,"Like a cat rolls around saw dusted patios (Ooh)","Every Other Freckle","This Is All Yours","alt-J"
4,31,"I'm gonna kiss you","Every Other Freckle","This Is All Yours","alt-J"
4,32,"Like the sun browns you (Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,33,"Oh-oh-oh-oh-oh","Every Other Freckle","This Is All Yours","alt-J"
4,34,"Devour me (Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,35,"Oh-oh-oh-oh-oh (Hey! Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,36,"Devour me (Hey-hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,37,"Oh-oh-oh-oh-oh (Hey! Hey! Hey! Hey-hey! Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,38,"If you really think that you can stomach me (Hey-hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,39,"(Hey! Hey! Hey-hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,40,"I want every other freckle (Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,41,"I want every other freckle","Every Other Freckle","This Is All Yours","alt-J"
4,42,"I want every other freckle","Every Other Freckle","This Is All Yours","alt-J"
4,43,"I want every other freckle (Hey-hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,44,"I want every other freckle (Hey!)","Every Other Freckle","This Is All Yours","alt-J"
4,45,"I want every other freckle","Every Other Freckle","This Is All Yours","alt-J"
4,46,"I want every other freckle","Every Other Freckle","This Is All Yours","alt-J"
4,47,"I want every other freckle, freckle (Hey-hey!)","Every Other Freckle","This Is All Yours","alt-J"
5,1,"Hey shady baby","Left Hand Free","This Is All Yours","alt-J"
5,2,"I'm hot like the prodigal son","Left Hand Free","This Is All Yours","alt-J"
5,3,"Pick a petal: eeny, meeny, miny, moe","Left Hand Free","This Is All Yours","alt-J"
5,4,"And flower, you're the chosen one","Left Hand Free","This Is All Yours","alt-J"
5,5,"Well, your left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,6,"And your right's in grip","Left Hand Free","This Is All Yours","alt-J"
5,7,"With another left hand","Left Hand Free","This Is All Yours","alt-J"
5,8,"Watch his right hand slip","Left Hand Free","This Is All Yours","alt-J"
5,9,"Towards his gun","Left Hand Free","This Is All Yours","alt-J"
5,10,"Oh, no","Left Hand Free","This Is All Yours","alt-J"
5,11,"I tackle, we tussle","Left Hand Free","This Is All Yours","alt-J"
5,12,"And oh my days, we're rolling","Left Hand Free","This Is All Yours","alt-J"
5,13,"My right hand's gripped on his","Left Hand Free","This Is All Yours","alt-J"
5,14,"Colt single-action army","Left Hand Free","This Is All Yours","alt-J"
5,15,"Oh, no","Left Hand Free","This Is All Yours","alt-J"
5,16,"Well, your left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,17,"And your right's in grip","Left Hand Free","This Is All Yours","alt-J"
5,18,"With another left hand","Left Hand Free","This Is All Yours","alt-J"
5,19,"Watch his right hand slip","Left Hand Free","This Is All Yours","alt-J"
5,20,"Towards his gun","Left Hand Free","This Is All Yours","alt-J"
5,21,"Oh, no","Left Hand Free","This Is All Yours","alt-J"
5,22,"N-E-O, O-M-G","Left Hand Free","This Is All Yours","alt-J"
5,23,"Gee whiz, girl, you're the one for me","Left Hand Free","This Is All Yours","alt-J"
5,24,"Though your man's bigger than I am","Left Hand Free","This Is All Yours","alt-J"
5,25,"Oh my days, he disagrees","Left Hand Free","This Is All Yours","alt-J"
5,26,"Oh, no(Speak easy)","Left Hand Free","This Is All Yours","alt-J"
5,27,NA,"Left Hand Free","This Is All Yours","alt-J"
5,28,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,29,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,30,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,31,"Oh, no","Left Hand Free","This Is All Yours","alt-J"
5,32,"Hey shady, baby","Left Hand Free","This Is All Yours","alt-J"
5,33,"I'm hot like the prodigal son","Left Hand Free","This Is All Yours","alt-J"
5,34,"Pick a petal: eeny, meeny, miny, moe","Left Hand Free","This Is All Yours","alt-J"
5,35,"And flower, you're the chosen one","Left Hand Free","This Is All Yours","alt-J"
5,36,"Well, your left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,37,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,38,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,39,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,40,"Well, my left hand's free","Left Hand Free","This Is All Yours","alt-J"
5,41,"Oh, no","Left Hand Free","This Is All Yours","alt-J"
6,1,NA,"❦ (Garden of England)","This Is All Yours","alt-J"
7,1,"Her choice kingdom","Choice Kingdom","This Is All Yours","alt-J"
7,2,"Their voice; hear them","Choice Kingdom","This Is All Yours","alt-J"
7,3,"Our choice kingdom","Choice Kingdom","This Is All Yours","alt-J"
7,4,"Their choice kingdom","Choice Kingdom","This Is All Yours","alt-J"
7,5,"Our voice crowns men","Choice Kingdom","This Is All Yours","alt-J"
7,6,"Our choice kingdom","Choice Kingdom","This Is All Yours","alt-J"
7,7,"Rule Britannia","Choice Kingdom","This Is All Yours","alt-J"
7,8,"Bright ideas hide in caves","Choice Kingdom","This Is All Yours","alt-J"
7,9,"Rule Britannia","Choice Kingdom","This Is All Yours","alt-J"
7,10,"Break a stock into a slave","Choice Kingdom","This Is All Yours","alt-J"
7,11,"Rule Britannia","Choice Kingdom","This Is All Yours","alt-J"
7,12,"Leave us planked before the graves","Choice Kingdom","This Is All Yours","alt-J"
7,13,"Rule Britannia","Choice Kingdom","This Is All Yours","alt-J"
7,14,"Ruler of the waves","Choice Kingdom","This Is All Yours","alt-J"
8,1,"Sleeplessly embracing","Hunger of the Pine","This Is All Yours","alt-J"
8,2,"Butterflies and needles","Hunger of the Pine","This Is All Yours","alt-J"
8,3,"Line my seamed-up join","Hunger of the Pine","This Is All Yours","alt-J"
8,4,"Encased in case I need it","Hunger of the Pine","This Is All Yours","alt-J"
8,5,"In my stomach, for my heart","Hunger of the Pine","This Is All Yours","alt-J"
8,6,"Chain mail","Hunger of the Pine","This Is All Yours","alt-J"
8,7,"Hunger of the pine","Hunger of the Pine","This Is All Yours","alt-J"
8,8,"Hunger of the pine","Hunger of the Pine","This Is All Yours","alt-J"
8,9,"Sleeplessly embracing","Hunger of the Pine","This Is All Yours","alt-J"
8,10,"Yawn yearns into me","Hunger of the Pine","This Is All Yours","alt-J"
8,11,"Plenty more tears in the sea","Hunger of the Pine","This Is All Yours","alt-J"
8,12,"And so you finally use it","Hunger of the Pine","This Is All Yours","alt-J"
8,13,"Bedding with me you see at night","Hunger of the Pine","This Is All Yours","alt-J"
8,14,"Your heart wears knight armour","Hunger of the Pine","This Is All Yours","alt-J"
8,15,"Hunger of the pine","Hunger of the Pine","This Is All Yours","alt-J"
8,16,"(I'm a female rebel","Hunger of the Pine","This Is All Yours","alt-J"
8,17,"I'm a female rebel","Hunger of the Pine","This Is All Yours","alt-J"
8,18,"I'm a female rebel","Hunger of the Pine","This Is All Yours","alt-J"
8,19,"I'm a female rebel","Hunger of the Pine","This Is All Yours","alt-J"
8,20,"Female rebel)","Hunger of the Pine","This Is All Yours","alt-J"
8,21,"Ooh, ooh, ooh","Hunger of the Pine","This Is All Yours","alt-J"
8,22,"Sleeplessly embracing you","Hunger of the Pine","This Is All Yours","alt-J"
8,23,"Realisation grew on me","Hunger of the Pine","This Is All Yours","alt-J"
8,24,"As quickly as it takes your hand","Hunger of the Pine","This Is All Yours","alt-J"
8,25,"To warm the cool side of the pillow","Hunger of the Pine","This Is All Yours","alt-J"
8,26,"I'm there for you, be there for me","Hunger of the Pine","This Is All Yours","alt-J"
8,27,"I'll hum the song the soldiers sing","Hunger of the Pine","This Is All Yours","alt-J"
8,28,"As they march outside our window","Hunger of the Pine","This Is All Yours","alt-J"
8,29,"Hunger of the pine","Hunger of the Pine","This Is All Yours","alt-J"
8,30,NA,"Hunger of the Pine","This Is All Yours","alt-J"
8,31,"Sleeplessly embracing you","Hunger of the Pine","This Is All Yours","alt-J"
8,32,"Sleeplessly embracing you(I'm a female rebel)","Hunger of the Pine","This Is All Yours","alt-J"
8,33,"Sleeplessly embracing you(I'm a female rebel)","Hunger of the Pine","This Is All Yours","alt-J"
8,34,"Sleeplessly embracing you(I'm a, I'm a, I'm a, I'm a","Hunger of the Pine","This Is All Yours","alt-J"
8,35,"I'm a, I'm a, I'm a female rebel)","Hunger of the Pine","This Is All Yours","alt-J"
8,36,"(simultaneously)","Hunger of the Pine","This Is All Yours","alt-J"
8,37,"Une immense espérance a traversé la terre","Hunger of the Pine","This Is All Yours","alt-J"
8,38,"Une immense espérance a traversé ma peur","Hunger of the Pine","This Is All Yours","alt-J"
9,1,"Ooh","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,2,"Dry dunes cater for jumping boys","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,3,"From the nape of her neck he made his descent","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,4,"They watched men hurl from rock to sea","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,5,"Like sternum to button, lined lip pinches in between","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,6,"Your foothills","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,7,"Your warm","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,8,"Iris swims quietly beside me","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,9,"Oh, the weeds and larger leaves sway","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,10,"And stretch themselves beneath","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,11,"Blue dragonflies dart to and fro","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,12,"I tie my life to your balloon and let it go","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,13,"Your foothills","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,14,"Your warm","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
9,15,"Ooh","Warm Foothills (Ft. Conor Oberst, Lianne La Havas, Marika Hackman & Sivu)","This Is All Yours","alt-J"
11,1,"If you're willing to wait for the love of your life","Pusher","This Is All Yours","alt-J"
11,2,"Please wait by the line","Pusher","This Is All Yours","alt-J"
11,3,"And you know dispersive prisms rainbow","Pusher","This Is All Yours","alt-J"
11,4,"But my native optimism isn't broken by the light","Pusher","This Is All Yours","alt-J"
11,5,"The idea of life without company fell suddenly","Pusher","This Is All Yours","alt-J"
11,6,"It crashed through the ceiling on me and pinned me to the pine","Pusher","This Is All Yours","alt-J"
11,7,"And layer upon layer of hope and doubt","Pusher","This Is All Yours","alt-J"
11,8,"Will crush bones to oil in time","Pusher","This Is All Yours","alt-J"
11,9,"Are you a pusher or are you a puller?","Pusher","This Is All Yours","alt-J"
11,10,"I pull the weight towards me","Pusher","This Is All Yours","alt-J"
11,11,"And I lack the zest of a lemon, looking forward","Pusher","This Is All Yours","alt-J"
11,12,"Unless I have a woman pushing me","Pusher","This Is All Yours","alt-J"
11,13,"A canopy of red-billed quelea","Pusher","This Is All Yours","alt-J"
11,14,"Passed over the blue","Pusher","This Is All Yours","alt-J"
11,15,"A five-hour flock, not one dives down","Pusher","This Is All Yours","alt-J"
11,16,"To tell you the truth","Pusher","This Is All Yours","alt-J"
11,17,"As night falls, a quelea crawls","Pusher","This Is All Yours","alt-J"
11,18,"And whispers on his last wings","Pusher","This Is All Yours","alt-J"
11,19,"""So abundant are we, left alone, I shall be","Pusher","This Is All Yours","alt-J"
11,20,"But a waited phone never rings""","Pusher","This Is All Yours","alt-J"
11,21,"Are you a pusher or are you a puller?","Pusher","This Is All Yours","alt-J"
11,22,"I pull the weight towards me","Pusher","This Is All Yours","alt-J"
11,23,"And I lack the zest of a lemon, looking forward","Pusher","This Is All Yours","alt-J"
11,24,"Unless I have a woman pushing me","Pusher","This Is All Yours","alt-J"
11,25,"Are you a pusher or are you a puller?","Pusher","This Is All Yours","alt-J"
11,26,"We could hold hands for fifteen minutes in the sauna","Pusher","This Is All Yours","alt-J"
11,27,"We could hold hands for a pool length underwater","Pusher","This Is All Yours","alt-J"
11,28,"I can push and pull her","Pusher","This Is All Yours","alt-J"
11,29,"If you're willing to wait for the love of your life","Pusher","This Is All Yours","alt-J"
11,30,"Please wait by the line","Pusher","This Is All Yours","alt-J"
12,1,NA,"Bloodflood Pt. II","This Is All Yours","alt-J"
12,2,"Heat shimmers","Bloodflood Pt. II","This Is All Yours","alt-J"
12,3,"Hips quiver","Bloodflood Pt. II","This Is All Yours","alt-J"
12,4,"Open smother","Bloodflood Pt. II","This Is All Yours","alt-J"
12,5,"Lipped lover","Bloodflood Pt. II","This Is All Yours","alt-J"
12,6,"Dead in the middle of the C-O-double-M-O-N","Bloodflood Pt. II","This Is All Yours","alt-J"
12,7,"Little did I know then that the Mandela Boys","Bloodflood Pt. II","This Is All Yours","alt-J"
12,8,"Soon become Mandela Men","Bloodflood Pt. II","This Is All Yours","alt-J"
12,9,"Razor blades on a melted toothbrush","Bloodflood Pt. II","This Is All Yours","alt-J"
12,10,"Assassin de la police","Bloodflood Pt. II","This Is All Yours","alt-J"
12,11,"Heat shimmers","Bloodflood Pt. II","This Is All Yours","alt-J"
12,12,"Silky glistener","Bloodflood Pt. II","This Is All Yours","alt-J"
12,13,"Open smother","Bloodflood Pt. II","This Is All Yours","alt-J"
12,14,"Lipped lover","Bloodflood Pt. II","This Is All Yours","alt-J"
12,15,"Dead in the middle of the C-O-double-M-O-N","Bloodflood Pt. II","This Is All Yours","alt-J"
12,16,"Little did I know then that the Mandela Boys","Bloodflood Pt. II","This Is All Yours","alt-J"
12,17,"Soon become Mandela Men","Bloodflood Pt. II","This Is All Yours","alt-J"
12,18,"Silent knife, unholy knife","Bloodflood Pt. II","This Is All Yours","alt-J"
12,19,"I've fallen for the black outside my window","Bloodflood Pt. II","This Is All Yours","alt-J"
12,20,"On the C-O-double-M-O-N","Bloodflood Pt. II","This Is All Yours","alt-J"
12,21,"On the C-O-double-M-O-N","Bloodflood Pt. II","This Is All Yours","alt-J"
12,22,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,23,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,24,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,25,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,26,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,27,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,28,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,29,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,30,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,31,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,32,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,33,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,34,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,35,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,36,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,37,"A flood of blood to the heart","Bloodflood Pt. II","This Is All Yours","alt-J"
12,38,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,39,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,40,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,41,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,42,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,43,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,44,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,45,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,46,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,47,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,48,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,49,"Quelea, quelea","Bloodflood Pt. II","This Is All Yours","alt-J"
12,50,NA,"Bloodflood Pt. II","This Is All Yours","alt-J"
12,51,NA,"Bloodflood Pt. II","This Is All Yours","alt-J"
13,1,"Bovay, Alabama","Leaving Nara","This Is All Yours","alt-J"
13,2,"Bovay, Alabama","Leaving Nara","This Is All Yours","alt-J"
13,3,"I'll bury my hands deep","Leaving Nara","This Is All Yours","alt-J"
13,4,"Into the mane of my lover","Leaving Nara","This Is All Yours","alt-J"
13,5,"Bovay, Alabama","Leaving Nara","This Is All Yours","alt-J"
13,6,"Bovay, Alabama","Leaving Nara","This Is All Yours","alt-J"
13,7,"In the arms of the warmest colour","Leaving Nara","This Is All Yours","alt-J"
13,8,NA,"Leaving Nara","This Is All Yours","alt-J"
13,9,"Bovay, Alabama","Leaving Nara","This Is All Yours","alt-J"
13,10,"I'll bury my hands deep","Leaving Nara","This Is All Yours","alt-J"
13,11,"Into the mane of my lover","Leaving Nara","This Is All Yours","alt-J"
13,12,"Bovay, Alabama, Alabama(Hidden track ""Lovely Day"" starts at 3:00)","Leaving Nara","This Is All Yours","alt-J"
14,1,"On the night line","Lovely Day","This Is All Yours","alt-J"
14,2,"(On the night line)","Lovely Day","This Is All Yours","alt-J"
14,3,"When I wake up in the morning light","Lovely Day","This Is All Yours","alt-J"
14,4,"Sunlight hurts my eyes","Lovely Day","This Is All Yours","alt-J"
14,5,"Something without warning, love","Lovely Day","This Is All Yours","alt-J"
14,6,"Bears heavy on my mind","Lovely Day","This Is All Yours","alt-J"
14,7,"Then I look at you","Lovely Day","This Is All Yours","alt-J"
14,8,"Then I look at you","Lovely Day","This Is All Yours","alt-J"
14,9,"Then I look at you","Lovely Day","This Is All Yours","alt-J"
14,10,"Then I look at you","Lovely Day","This Is All Yours","alt-J"
14,11,"Then I look at you","Lovely Day","This Is All Yours","alt-J"
14,12,"And the world's alright with me","Lovely Day","This Is All Yours","alt-J"
14,13,"Oh, just one look at you","Lovely Day","This Is All Yours","alt-J"
14,14,"Just one look at you","Lovely Day","This Is All Yours","alt-J"
14,15,"Just one look at you","Lovely Day","This Is All Yours","alt-J"
14,16,"And I know it's gonna be a lovely day","Lovely Day","This Is All Yours","alt-J"
14,17,"For the night line","Lovely Day","This Is All Yours","alt-J"
14,18,"For the night line","Lovely Day","This Is All Yours","alt-J"
14,19,"When the day that lies ahead of me","Lovely Day","This Is All Yours","alt-J"
14,20,"Seems impossible to face","Lovely Day","This Is All Yours","alt-J"
14,21,"When someone else instead of me","Lovely Day","This Is All Yours","alt-J"
14,22,"Always seems to know the way","Lovely Day","This Is All Yours","alt-J"
14,23,"Then I look at you","Lovely Day","This Is All Yours","alt-J"
14,24,"And the world's alright with me","Lovely Day","This Is All Yours","alt-J"
14,25,"Oh, just one look at you","Lovely Day","This Is All Yours","alt-J"
